20045	29940	Lawrence, KS
20079	48620	Wichita, KS
20085	45820	Topeka, KS
20087	45820	Topeka, KS
20091	28140	Kansas City, MO-KS
20095	48620	Wichita, KS
20103	28140	Kansas City, MO-KS
20107	28140	Kansas City, MO-KS
20121	28140	Kansas City, MO-KS
20139	45820	Topeka, KS
20149	31740	Manhattan, KS
20161	31740	Manhattan, KS
20173	48620	Wichita, KS
20177	45820	Topeka, KS
20191	48620	Wichita, KS
20197	45820	Topeka, KS
20209	28140	Kansas City, MO-KS
21003	14540	Bowling Green, KY
21015	17140	Cincinnati, OH-KY-IN
21017	30460	Lexington-Fayette, KY
21019	26580	Huntington-Ashland, WV-KY-OH
21023	17140	Cincinnati, OH-KY-IN
21029	31140	Louisville/Jefferson County, KY-IN
21031	14540	Bowling Green, KY
21037	17140	Cincinnati, OH-KY-IN
21047	17300	Clarksville, TN-KY
21049	30460	Lexington-Fayette, KY
21059	36980	Owensboro, KY
21061	14540	Bowling Green, KY
21067	30460	Lexington-Fayette, KY
21077	17140	Cincinnati, OH-KY-IN
21081	17140	Cincinnati, OH-KY-IN
21089	26580	Huntington-Ashland, WV-KY-OH
21091	36980	Owensboro, KY
21093	21060	Elizabethtown-Fort Knox, KY
21101	21780	Evansville, IN-KY
21103	31140	Louisville/Jefferson County, KY-IN
21111	31140	Louisville/Jefferson County, KY-IN
21113	30460	Lexington-Fayette, KY
21117	17140	Cincinnati, OH-KY-IN
21123	21060	Elizabethtown-Fort Knox, KY
21149	36980	Owensboro, KY
21163	21060	Elizabethtown-Fort Knox, KY
21185	31140	Louisville/Jefferson County, KY-IN
21191	17140	Cincinnati, OH-KY-IN
21209	30460	Lexington-Fayette, KY
21211	31140	Louisville/Jefferson County, KY-IN
21215	31140	Louisville/Jefferson County, KY-IN
21221	17300	Clarksville, TN-KY
21223	31140	Louisville/Jefferson County, KY-IN
21227	14540	Bowling Green, KY
21239	30460	Lexington-Fayette, KY
22001	29180	Lafayette, LA
22005	12940	Baton Rouge, LA
22015	43340	Shreveport-Bossier City, LA
22017	43340	Shreveport-Bossier City, LA
22019	29340	Lake Charles, LA
22023	29340	Lake Charles, LA
22031	43340	Shreveport-Bossier City, LA
22033	12940	Baton Rouge, LA
22037	12940	Baton Rouge, LA
22043	10780	Alexandria, LA
22045	29180	Lafayette, LA
22047	12940	Baton Rouge, LA
22051	35380	New Orleans-Metairie, LA
22055	29180	Lafayette, LA
22057	26380	Houma-Thibodaux, LA
22063	12940	Baton Rouge, LA
22071	35380	New Orleans-Metairie, LA
22073	33740	Monroe, LA
22075	35380	New Orleans-Metairie, LA
22077	12940	Baton Rouge, LA
22079	10780	Alexandria, LA
22087	35380	New Orleans-Metairie, LA
22089	35380	New Orleans-Metairie, LA
22091	12940	Baton Rouge, LA
22093	35380	New Orleans-Metairie, LA
22095	35380	New Orleans-Metairie, LA
22099	29180	Lafayette, LA
22103	35380	New Orleans-Metairie, LA
22105	25220	Hammond, LA
22109	26380	Houma-Thibodaux, LA
22111	33740	Monroe, LA
22113	29180	Lafayette, LA
22119	43340	Shreveport-Bossier City, LA
22121	12940	Baton Rouge, LA
22125	12940	Baton Rouge, LA
23001	30340	Lewiston-Auburn, ME
23005	38860	Portland-South Portland, ME
23019	12620	Bangor, ME
23023	38860	Portland-South Portland, ME
23031	38860	Portland-South Portland, ME
24001	19060	Cumberland, MD-WV
24003	12580	Baltimore-Columbia-Towson, MD
24005	12580	Baltimore-Columbia-Towson, MD
24009	47894	Washington-Arlington-Alexandria, DC-VA-MD-WV
24013	12580	Baltimore-Columbia-Towson, MD
24015	48864	Wilmington, DE-MD-NJ
24017	47894	Washington-Arlington-Alexandria, DC-VA-MD-WV
24021	43524	Silver Spring-Frederick-Rockville, MD
24025	12580	Baltimore-Columbia-Towson, MD
24027	12580	Baltimore-Columbia-Towson, MD
24031	43524	Silver Spring-Frederick-Rockville, MD
24033	47894	Washington-Arlington-Alexandria, DC-VA-MD-WV
24035	12580	Baltimore-Columbia-Towson, MD
24037	15680	California-Lexington Park, MD
24039	41540	Salisbury, MD-DE
24043	25180	Hagerstown-Martinsburg, MD-WV
24045	41540	Salisbury, MD-DE
24047	41540	Salisbury, MD-DE
24510	12580	Baltimore-Columbia-Towson, MD
25001	12700	Barnstable Town, MA
25003	38340	Pittsfield, MA
25005	39300	Providence-Warwick, RI-MA
25009	15764	Cambridge-Newton-Framingham, MA
25013	44140	Springfield, MA
25015	44140	Springfield, MA
25017	15764	Cambridge-Newton-Framingham, MA
25021	14454	Boston, MA
25023	14454	Boston, MA
25025	14454	Boston, MA
25027	49340	Worcester, MA-CT
26015	24340	Grand Rapids-Wyoming, MI
26017	13020	Bay City, MI
26021	35660	Niles-Benton Harbor, MI
26025	12980	Battle Creek, MI
26027	43780	South Bend-Mishawaka, IN-MI
26037	29620	Lansing-East Lansing, MI
26045	29620	Lansing-East Lansing, MI
26049	22420	Flint, MI
26065	29620	Lansing-East Lansing, MI
26075	27100	Jackson, MI
26077	28020	Kalamazoo-Portage, MI
26081	24340	Grand Rapids-Wyoming, MI
26087	47664	Warren-Troy-Farmington Hills, MI
26093	47664	Warren-Troy-Farmington Hills, MI
26099	47664	Warren-Troy-Farmington Hills, MI
26111	33220	Midland, MI
26115	33780	Monroe, MI
26117	24340	Grand Rapids-Wyoming, MI
26121	34740	Muskegon, MI
26125	47664	Warren-Troy-Farmington Hills, MI
26139	24340	Grand Rapids-Wyoming, MI
26145	40980	Saginaw, MI
26147	47664	Warren-Troy-Farmington Hills, MI
26159	28020	Kalamazoo-Portage, MI
26161	11460	Ann Arbor, MI
26163	19804	Detroit-Dearborn-Livonia, MI
27003	33460	Minneapolis-St. Paul-Bloomington, MN-WI
27009	41060	St. Cloud, MN
27013	31860	Mankato-North Mankato, MN
27017	20260	Duluth, MN-WI
27019	33460	Minneapolis-St. Paul-Bloomington, MN-WI
27025	33460	Minneapolis-St. Paul-Bloomington, MN-WI
27027	22020	Fargo, ND-MN
27037	33460	Minneapolis-St. Paul-Bloomington, MN-WI
27039	40340	Rochester, MN
27045	40340	Rochester, MN
27053	33460	Minneapolis-St. Paul-Bloomington, MN-WI
27055	29100	La Crosse-Onalaska, WI-MN
27059	33460	Minneapolis-St. Paul-Bloomington, MN-WI
27079	33460	Minneapolis-St. Paul-Bloomington, MN-WI
27095	33460	Minneapolis-St. Paul-Bloomington, MN-WI
27103	31860	Mankato-North Mankato, MN
27109	40340	Rochester, MN
27119	24220	Grand Forks, ND-MN
27123	33460	Minneapolis-St. Paul-Bloomington, MN-WI
27137	20260	Duluth, MN-WI
27139	33460	Minneapolis-St. Paul-Bloomington, MN-WI
27141	33460	Minneapolis-St. Paul-Bloomington, MN-WI
27143	33460	Minneapolis-St. Paul-Bloomington, MN-WI
27145	41060	St. Cloud, MN
27157	40340	Rochester, MN
27163	33460	Minneapolis-St. Paul-Bloomington, MN-WI
27171	33460	Minneapolis-St. Paul-Bloomington, MN-WI
28009	32820	Memphis, TN-MS-AR
28029	27140	Jackson, MS
28033	32820	Memphis, TN-MS-AR
28035	25620	Hattiesburg, MS
28045	25060	Gulfport-Biloxi-Pascagoula, MS
28047	25060	Gulfport-Biloxi-Pascagoula, MS
28049	27140	Jackson, MS
28059	25060	Gulfport-Biloxi-Pascagoula, MS
28073	25620	Hattiesburg, MS
28089	27140	Jackson, MS
28093	32820	Memphis, TN-MS-AR
28111	25620	Hattiesburg, MS
28121	27140	Jackson, MS
28127	27140	Jackson, MS
28137	32820	Memphis, TN-MS-AR
28143	32820	Memphis, TN-MS-AR
28163	27140	Jackson, MS
29003	41140	St. Joseph, MO-KS
29013	28140	Kansas City, MO-KS
29017	16020	Cape Girardeau, MO-IL
29019	17860	Columbia, MO
29021	41140	St. Joseph, MO-KS
29025	28140	Kansas City, MO-KS
29027	27620	Jefferson City, MO
29031	16020	Cape Girardeau, MO-IL
29037	28140	Kansas City, MO-KS
29043	44180	Springfield, MO
29047	28140	Kansas City, MO-KS
29049	28140	Kansas City, MO-KS
29051	27620	Jefferson City, MO
29059	44180	Springfield, MO
29063	41140	St. Joseph, MO-KS
29071	41180	St. Louis, MO-IL
29077	44180	Springfield, MO
29095	28140	Kansas City, MO-KS
29097	27900	Joplin, MO
29099	41180	St. Louis, MO-IL
29107	28140	Kansas City, MO-KS
29113	41180	St. Louis, MO-IL
29119	22220	Fayetteville-Springdale-Rogers, AR-MO
29135	27620	Jefferson City, MO
29145	27900	Joplin, MO
29151	27620	Jefferson City, MO
29165	28140	Kansas City, MO-KS
29167	44180	Springfield, MO
29177	28140	Kansas City, MO-KS
29183	41180	St. Louis, MO-IL
29189	41180	St. Louis, MO-IL
29219	41180	St. Louis, MO-IL
29225	44180	Springfield, MO
29510	41180	St. Louis, MO-IL
30009	13740	Billings, MT
30013	24500	Great Falls, MT
30037	13740	Billings, MT
30063	33540	Missoula, MT
30111	13740	Billings, MT
31025	36540	Omaha-Council Bluffs, NE-IA
31043	43580	Sioux City, IA-NE-SD
31051	43580	Sioux City, IA-NE-SD
31055	36540	Omaha-Council Bluffs, NE-IA
31079	24260	Grand Island, NE
31081	24260	Grand Island, NE
31093	24260	Grand Island, NE
31109	30700	Lincoln, NE
31121	24260	Grand Island, NE
31153	36540	Omaha-Council Bluffs, NE-IA
31155	36540	Omaha-Council Bluffs, NE-IA
31159	30700	Lincoln, NE
31177	36540	Omaha-Council Bluffs, NE-IA
32003	29820	Las Vegas-Henderson-Paradise, NV
32029	39900	Reno, NV
32031	39900	Reno, NV
32510	16180	Carson City, NV
33011	31700	Manchester-Nashua, NH
33015	40484	Rockingham County-Strafford County, NH
33017	40484	Rockingham County-Strafford County, NH
34001	12100	Atlantic City-Hammonton, NJ
34003	35614	New York-Jersey City-White Plains, NY-NJ
34005	15804	Camden, NJ
34007	15804	Camden, NJ
34009	36140	Ocean City, NJ
34011	47220	Vineland-Bridgeton, NJ
34013	35084	Newark, NJ-PA
34015	15804	Camden, NJ
34017	35614	New York-Jersey City-White Plains, NY-NJ
34019	35084	Newark, NJ-PA
34021	45940	Trenton, NJ
34023	35614	New York-Jersey City-White Plains, NY-NJ
34025	35614	New York-Jersey City-White Plains, NY-NJ
34027	35084	Newark, NJ-PA
34029	35614	New York-Jersey City-White Plains, NY-NJ
34031	35614	New York-Jersey City-White Plains, NY-NJ
34033	48864	Wilmington, DE-MD-NJ
34035	35084	Newark, NJ-PA
34037	35084	Newark, NJ-PA
34039	35084	Newark, NJ-PA
34041	10900	Allentown-Bethlehem-Easton, PA-NJ
35001	10740	Albuquerque, NM
35013	29740	Las Cruces, NM
35043	10740	Albuquerque, NM
35045	22140	Farmington, NM
35049	42140	Santa Fe, NM
35057	10740	Albuquerque, NM
35061	10740	Albuquerque, NM
36001	10580	Albany-Schenectady-Troy, NY
36005	35614	New York-Jersey City-White Plains, NY-NJ
36007	13780	Binghamton, NY
36015	21300	Elmira, NY
36027	20524	Dutchess County-Putnam County, NY
36029	15380	Buffalo-Cheektowaga-Niagara Falls, NY
36043	46540	Utica-Rome, NY
36045	48060	Watertown-Fort Drum, NY
36047	35614	New York-Jersey City-White Plains, NY-NJ
36051	40380	Rochester, NY
36053	45060	Syracuse, NY
36055	40380	Rochester, NY
36059	35004	Nassau County-Suffolk County, NY
36061	35614	New York-Jersey City-White Plains, NY-NJ
36063	15380	Buffalo-Cheektowaga-Niagara Falls, NY
36065	46540	Utica-Rome, NY
36067	45060	Syracuse, NY
36069	40380	Rochester, NY
36071	35614	New York-Jersey City-White Plains, NY-NJ
36073	40380	Rochester, NY
36075	45060	Syracuse, NY
36079	20524	Dutchess County-Putnam County, NY
36081	35614	New York-Jersey City-White Plains, NY-NJ
36083	10580	Albany-Schenectady-Troy, NY
36085	35614	New York-Jersey City-White Plains, NY-NJ
36087	35614	New York-Jersey City-White Plains, NY-NJ
36091	10580	Albany-Schenectady-Troy, NY
36093	10580	Albany-Schenectady-Troy, NY
36095	10580	Albany-Schenectady-Troy, NY
36103	35004	Nassau County-Suffolk County, NY
36107	13780	Binghamton, NY
36109	27060	Ithaca, NY
36111	28740	Kingston, NY
36113	24020	Glens Falls, NY
36115	24020	Glens Falls, NY
36117	40380	Rochester, NY
36119	35614	New York-Jersey City-White Plains, NY-NJ
36123	40380	Rochester, NY
37001	15500	Burlington, NC
37003	25860	Hickory-Lenoir-Morganton, NC
37019	34820	Myrtle Beach-Conway-North Myrtle Beach, SC-NC
37021	11700	Asheville, NC
37023	25860	Hickory-Lenoir-Morganton, NC
37025	16740	Charlotte-Concord-Gastonia, NC-SC
37027	25860	Hickory-Lenoir-Morganton, NC
37035	25860	Hickory-Lenoir-Morganton, NC
37037	20500	Durham-Chapel Hill, NC
37049	35100	New Bern, NC
37051	22180	Fayetteville, NC
37053	47260	Virginia Beach-Norfolk-Newport News, VA-NC
37057	49180	Winston-Salem, NC
37059	49180	Winston-Salem, NC
37063	20500	Durham-Chapel Hill, NC
